Train loss,Train acc,Validation loss,Validation acc
0.0388755239546299,0.8512499928474426,0.032738953828811646,0.8774999976158142
0.033891309052705765,0.8675000071525574,0.02664334513247013,0.9049999713897705
0.02824411913752556,0.893750011920929,0.03009042702615261,0.9175000190734863
0.03345011919736862,0.893750011920929,0.03499691188335419,0.8650000095367432
0.039181195199489594,0.8537499904632568,0.03591224551200867,0.8525000214576721
0.032292645424604416,0.8787500262260437,0.02983687072992325,0.8899999856948853
0.029156746342778206,0.8924999833106995,0.022167162969708443,0.9399999976158142
0.02809952199459076,0.9012500047683716,0.025784460827708244,0.8974999785423279
0.029972780495882034,0.8862500190734863,0.031452346593141556,0.8849999904632568
0.02854473516345024,0.8924999833106995,0.02174825221300125,0.9275000095367432
0.03217735141515732,0.8725000023841858,0.025706104934215546,0.8999999761581421
0.03675068914890289,0.8675000071525574,0.032301079481840134,0.8725000023841858
0.023854326456785202,0.9075000286102295,0.029743362218141556,0.8774999976158142
0.022107185795903206,0.9037500023841858,0.028095358982682228,0.8924999833106995
0.02617436833679676,0.9112499952316284,0.024933531880378723,0.9100000262260437
0.03015761449933052,0.8862500190734863,0.04258258640766144,0.9049999713897705
0.031352508813142776,0.9012500047683716,0.028436720371246338,0.8924999833106995
0.036703553050756454,0.9112499952316284,0.02959146350622177,0.8899999856948853
0.027701985090970993,0.9125000238418579,0.04051215946674347,0.8924999833106995
0.029657945036888123,0.9024999737739563,0.026400497183203697,0.8974999785423279
0.022756097838282585,0.9125000238418579,0.025065958499908447,0.887499988079071
0.03126093000173569,0.8824999928474426,0.026039009913802147,0.8924999833106995
0.027712764218449593,0.893750011920929,0.02867797203361988,0.8999999761581421
0.025613361969590187,0.8974999785423279,0.03345073387026787,0.8525000214576721
0.03248993307352066,0.862500011920929,0.02638225071132183,0.8824999928474426
0.024190083146095276,0.9037500023841858,0.03037475049495697,0.8949999809265137
0.025547288358211517,0.8974999785423279,0.016508884727954865,0.9375
0.02312692254781723,0.9100000262260437,0.024938099086284637,0.9024999737739563
0.023598844185471535,0.9049999713897705,0.018179498612880707,0.9275000095367432
0.028426390141248703,0.8762500286102295,0.025823447853326797,0.9275000095367432
0.023172125220298767,0.9150000214576721,0.02072463557124138,0.9200000166893005
0.027047373354434967,0.9012500047683716,0.021596534177660942,0.9200000166893005
0.0213945172727108,0.9225000143051147,0.026521854102611542,0.8849999904632568
0.02562066726386547,0.8949999809265137,0.028013793751597404,0.9049999713897705
0.02653457410633564,0.8924999833106995,0.030461322516202927,0.8799999952316284
0.024123961105942726,0.9087499976158142,0.025809595361351967,0.9075000286102295
0.022237174212932587,0.9162499904632568,0.019348138943314552,0.9225000143051147
0.020332351326942444,0.925000011920929,0.029597539454698563,0.875
0.2946416735649109,0.8912500143051147,0.02882491610944271,0.887499988079071
0.027226539328694344,0.8999999761581421,0.024118337780237198,0.8924999833106995
0.026322051882743835,0.8924999833106995,0.031117679551243782,0.862500011920929
0.022559642791748047,0.9049999713897705,0.02442891150712967,0.9075000286102295
0.022716300562024117,0.9137499928474426,0.022514674812555313,0.8999999761581421
0.023355457931756973,0.8987500071525574,0.02394699864089489,0.8849999904632568
0.023475203663110733,0.9100000262260437,0.023436464369297028,0.8949999809265137
