Train loss,Train acc,Validation loss,Validation acc
0.08800332248210907,0.8299999833106995,0.0896914005279541,0.8149999976158142
0.09311942756175995,0.8137500286102295,0.10387720167636871,0.7574999928474426
0.11406475305557251,0.8087499737739563,0.09789402037858963,0.7900000214576721
0.08625003695487976,0.8324999809265137,0.09733154624700546,0.8075000047683716
0.08384649455547333,0.8349999785423279,0.0768720805644989,0.8500000238418579
0.0845608040690422,0.8149999976158142,0.11827550828456879,0.7925000190734863
0.08576362580060959,0.8199999928474426,0.08212511241436005,0.8299999833106995
0.08730745315551758,0.824999988079071,0.08261678367853165,0.8299999833106995
0.07659565657377243,0.8387500047683716,0.0815742015838623,0.8349999785423279
0.08106007426977158,0.8337500095367432,0.07639303803443909,0.8299999833106995
0.08041553199291229,0.8399999737739563,0.08154883235692978,0.8125
0.07129891216754913,0.8575000166893005,0.07034648209810257,0.8650000095367432
0.0753120481967926,0.8450000286102295,0.07414328306913376,0.8475000262260437
0.1076655164361,0.8475000262260437,0.07070104777812958,0.8600000143051147
0.07302872091531754,0.856249988079071,0.07524800300598145,0.8650000095367432
0.07077201455831528,0.8550000190734863,0.06866122782230377,0.8475000262260437
0.06686165928840637,0.8462499976158142,0.06019166484475136,0.8849999904632568
0.07243584841489792,0.8525000214576721,0.08239375054836273,0.8374999761581421
0.06394843012094498,0.8675000071525574,0.07580207288265228,0.8650000095367432
0.06081637740135193,0.8837500214576721,0.0739300474524498,0.8525000214576721
0.06538606435060501,0.8600000143051147,0.08512797951698303,0.8274999856948853
0.05955836921930313,0.8862500190734863,0.07657915353775024,0.8650000095367432
0.06221471726894379,0.8737499713897705,0.0662689283490181,0.8700000047683716
0.06539521366357803,0.8600000143051147,0.059013571590185165,0.8924999833106995
0.057259250432252884,0.8849999904632568,0.08361401408910751,0.8149999976158142
0.06725072115659714,0.8725000023841858,0.0710519403219223,0.8525000214576721
0.07385490834712982,0.875,0.05357478931546211,0.9024999737739563
0.06258571892976761,0.9012500047683716,0.06741270422935486,0.8550000190734863
0.05509601905941963,0.8787500262260437,0.056049417704343796,0.8949999809265137
0.05908466503024101,0.8974999785423279,0.060600072145462036,0.8700000047683716
0.06651754677295685,0.875,0.0770576000213623,0.8224999904632568
0.07384932786226273,0.8600000143051147,0.06242949143052101,0.8824999928474426
0.05834618955850601,0.8787500262260437,0.04822588339447975,0.9150000214576721
0.0602293461561203,0.8924999833106995,0.06765604019165039,0.8675000071525574
0.06036975234746933,0.8899999856948853,0.0950717031955719,0.875
