Train loss,Train acc,Validation loss,Validation acc
13.424277305603027,0.5325000286102295,22.378162384033203,0.47749999165534973
7.725831985473633,0.48875001072883606,12.601212501525879,0.5
2.525932550430298,0.5112500190734863,0.9103963971138,0.5199999809265137
0.6333639621734619,0.5037500262260437,0.3521386682987213,0.5325000286102295
0.5060703754425049,0.5024999976158142,0.32484209537506104,0.5375000238418579
0.2253783792257309,0.5174999833106995,0.21452739834785461,0.5699999928474426
0.2504645586013794,0.574999988079071,0.15900295972824097,0.612500011920929
0.1607866734266281,0.6524999737739563,0.16443699598312378,0.6324999928474426
0.15629637241363525,0.6587499976158142,0.1471097469329834,0.6775000095367432
0.14923100173473358,0.6675000190734863,0.1438060700893402,0.6974999904632568
0.1507854163646698,0.6725000143051147,0.15590542554855347,0.7024999856948853
0.15693670511245728,0.6662499904632568,0.15483799576759338,0.6449999809265137
0.14566582441329956,0.6600000262260437,0.15751159191131592,0.6650000214576721
0.14288710057735443,0.7124999761581421,0.14233055710792542,0.6625000238418579
0.14697833359241486,0.6762499809265137,0.1359746903181076,0.6725000143051147
0.14411254227161407,0.6949999928474426,0.12656183540821075,0.7250000238418579
1.6302199363708496,0.5550000071525574,2.514096736907959,0.5724999904632568
1.4365229606628418,0.5587499737739563,0.20929159224033356,0.6825000047683716
0.3621758222579956,0.6100000143051147,0.26000145077705383,0.5899999737739563
0.25012150406837463,0.6462500095367432,0.1549024134874344,0.6800000071525574
0.1437189131975174,0.6974999904632568,0.17145177721977234,0.6700000166893005
0.1872241348028183,0.6850000023841858,0.1363632082939148,0.7300000190734863
0.15888556838035583,0.7074999809265137,0.1326049566268921,0.737500011920929
0.2339964658021927,0.7287499904632568,0.2722744047641754,0.7024999856948853
0.13137505948543549,0.6974999904632568,0.1316785216331482,0.7049999833106995
0.12730208039283752,0.7212499976158142,0.17513154447078705,0.7200000286102295
0.15123127400875092,0.7124999761581421,0.12083566933870316,0.7524999976158142
0.12222906947135925,0.7512500286102295,0.12137935310602188,0.7275000214576721
0.45832088589668274,0.7212499976158142,0.761772632598877,0.625
0.21712467074394226,0.7074999809265137,0.12755204737186432,0.7425000071525574
0.18424592912197113,0.7124999761581421,0.1295156627893448,0.7425000071525574
0.194987952709198,0.7087500095367432,0.12622909247875214,0.7049999833106995
0.1251639872789383,0.7350000143051147,0.1145872175693512,0.7400000095367432
0.12235958874225616,0.737500011920929,0.10442166030406952,0.7774999737739563
0.12129746377468109,0.731249988079071,0.11620692908763885,0.7549999952316284
0.1213235855102539,0.7400000095367432,0.1142195612192154,0.7174999713897705
0.1175251454114914,0.7549999952316284,0.11246189475059509,0.7599999904632568
0.15824605524539948,0.7124999761581421,0.20434527099132538,0.7400000095367432
0.11717154830694199,0.731249988079071,0.27205944061279297,0.7549999952316284
0.12063270807266235,0.7450000047683716,0.10330823808908463,0.7799999713897705
0.11933441460132599,0.7537500262260437,0.1944146603345871,0.7325000166893005
0.11196861416101456,0.7574999928474426,0.10836917161941528,0.7975000143051147
0.11148179322481155,0.7537500262260437,0.1248742863535881,0.6949999928474426
0.24963806569576263,0.7462499737739563,0.11846953630447388,0.7425000071525574
0.1072242334485054,0.8025000095367432,0.09707850217819214,0.7649999856948853
0.11050941795110703,0.7612500190734863,0.10787726193666458,0.7649999856948853
0.11274036765098572,0.7737500071525574,0.10729435086250305,0.8050000071525574
0.11588751524686813,0.7487499713897705,0.09351127594709396,0.8374999761581421
0.10799582302570343,0.7674999833106995,0.11488300561904907,0.7524999976158142
0.10573059320449829,0.768750011920929,0.09389697015285492,0.7875000238418579
0.10432574898004532,0.7649999856948853,0.11279038339853287,0.7724999785423279
0.2073434442281723,0.7649999856948853,0.10064500570297241,0.8075000047683716
0.1128835678100586,0.7599999904632568,0.09237704426050186,0.8125
0.10904364287853241,0.7612500190734863,0.10580706596374512,0.7724999785423279
0.10139913856983185,0.7799999713897705,0.09211969375610352,0.8149999976158142
0.10844928026199341,0.7774999737739563,0.10219823569059372,0.7975000143051147
0.1059199869632721,0.7649999856948853,0.10800223052501678,0.7950000166893005
0.09849712997674942,0.8025000095367432,0.11237116903066635,0.7549999952316284
0.10911668837070465,0.7674999833106995,0.10829097032546997,0.7574999928474426
0.09574037790298462,0.7837499976158142,0.10847153514623642,0.8125
0.09757855534553528,0.8050000071525574,0.10679011046886444,0.8025000095367432
0.1368156224489212,0.7900000214576721,0.10281267762184143,0.7900000214576721
0.10416261851787567,0.7662500143051147,0.09368886798620224,0.7925000190734863
0.09649235755205154,0.7787500023841858,0.09083132445812225,0.800000011920929
0.09026724100112915,0.800000011920929,0.09632938355207443,0.800000011920929
